"TABLE_SCHEMA","TABLE_NAME","TABLE_ROWS","data_length/1024/1024/1024","index_length/1024/1024/1024","data_free/1024/1024/1024","COLUMN_NAME","COLUMN_COMMENT","ORDINAL_POSITION","IS_NULLABLE","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","COLUMN_TYPE"
research,question_answer_instance,300157300,48.867187500000,52.194168090820,0.004882812500,answer,答案,6,YES,text,65535,text
message_data,mess_station_letter,31725471,5.624984741211,1.314422607422,0.003906250000,content,内容,14,NO,text,65535,text
research,sample,11062685,8.110290527344,3.425369262695,0.003906250000,migrate_extend_info,"1.0迁移样本扩展信息",54,YES,text,65535,text
research,sample_review_record,7086862,1.381835937500,0.681640625000,0.003906250000,sample_snapshot,样本快照,9,YES,text,65535,text
import,imps_data_record,4397910,3.384765625000,0.503890991211,0.005859375000,request_data,请求数据体,4,YES,text,65535,text
import,imps_data_record,4397910,3.384765625000,0.503890991211,0.005859375000,response_data,返回数据体,5,YES,text,65535,text
content_data,cons_first_review,1849842,0.306518554688,0.114532470703,0.004882812500,content,评论内容,7,YES,text,65535,text
dzjetl,question_id_insert,1301144,0.197006225586,0.000000000000,0.006835937500,answer,"",2,YES,text,65535,text
user_data,uses_doctor_info,1080748,0.253494262695,0.186737060547,0.031250000000,disease,擅长疾病,12,YES,text,65535,text
user_data,uses_doctor_info,1080748,0.253494262695,0.186737060547,0.031250000000,introduce,个人简介,20,YES,text,65535,text
auth,auts_certification_record,1080648,0.128585815430,0.039672851563,0.006835937500,certification_info,认证信息,8,YES,json,,json
live_video,lvs_comment,1026554,0.221466064453,0.149841308594,0.005859375000,content,评论内容,5,YES,text,65535,text
case_data,cass_case_answer,945067,0.413085937500,0.037689208984,0.003906250000,answer,病例解答，与病例问题用json存储,4,YES,text,65535,text
case_data,cass_case_answer,945067,0.413085937500,0.037689208984,0.003906250000,medic_essential,医学要点,8,YES,text,65535,text
case_data,cass_case_answer,945067,0.413085937500,0.037689208984,0.003906250000,diagnostic_basis,诊断依据,13,YES,text,65535,text
case_data,cass_case_answer,945067,0.413085937500,0.037689208984,0.003906250000,nurse_point,护理要点,15,YES,text,65535,text
case_data,cass_case_answer,945067,0.413085937500,0.037689208984,0.003906250000,medication_experience,用药经验,16,YES,text,65535,text
case_data,cass_case_answer,945067,0.413085937500,0.037689208984,0.003906250000,drug_point,药学知识要点,17,YES,text,65535,text
case_data,cass_case_answer,945067,0.413085937500,0.037689208984,0.003906250000,diagnostic_opinion,诊断意见,18,YES,text,65535,text
case_data,cass_case_answer,945067,0.413085937500,0.037689208984,0.003906250000,diagnostic_thinking,诊断思路,19,YES,text,65535,text
questionnaire,ques_questionnaire_instance,932655,0.257446289063,0.233932495117,0.006835937500,result,测评提示信息,11,YES,text,65535,text
live_video,lvs_child_comment,783611,0.253723144531,0.129791259766,0.003906250000,content,评论内容,4,YES,text,65535,text
message_data,mess_record,543748,0.124679565430,0.020095825195,0.006835937500,content,内容,10,NO,text,65535,text
case_data,cass_case_western_medicine_clinical_practice,543171,0.535156250000,0.029907226563,0.003906250000,symptoms,主诉,8,YES,text,65535,text
case_data,cass_case_western_medicine_clinical_practice,543171,0.535156250000,0.029907226563,0.003906250000,part_history,既往史,10,YES,text,65535,text
case_data,cass_case_western_medicine_clinical_practice,543171,0.535156250000,0.029907226563,0.003906250000,personal_history,个人史,11,YES,text,65535,text
case_data,cass_case_western_medicine_clinical_practice,543171,0.535156250000,0.029907226563,0.003906250000,family_history,家族史,13,YES,text,65535,text
case_data,cass_case_western_medicine_clinical_practice,543171,0.535156250000,0.029907226563,0.003906250000,answer_part,疑点问题解答json数据,15,YES,text,65535,text
case_data,cass_case_western_medicine_clinical_practice,543171,0.535156250000,0.029907226563,0.003906250000,doubt_part,疑难问题json数据,17,YES,text,65535,text
case_data,cass_case_western_medicine_clinical_practice,543171,0.535156250000,0.029907226563,0.003906250000,disease_desc_url,病情描述图片,18,YES,text,65535,text
case_data,cass_case_western_medicine_clinical_practice,543171,0.535156250000,0.029907226563,0.003906250000,treatment_method_url,诊疗方法图片,19,YES,text,65535,text
case_data,cass_case_western_medicine_clinical_practice,543171,0.535156250000,0.029907226563,0.003906250000,case_desc,病例描述,20,YES,text,65535,text
disease_data,dids_disease_diagnostic_scribe,354896,0.205947875977,0.020111083984,0.004882812500,context,正文，可用标记符标记颜色,4,YES,text,65535,text
settlement,special_settlement_bill,351401,0.252899169922,0.012268066406,0.004882812500,role_param,角色条件参数,11,YES,text,65535,text
content_data,cons_content,332757,0.137451171875,0.053863525391,0.005859375000,subtitle,内容标题,6,YES,text,65535,text
research,cases_import_info,263571,1.112304687500,0.011245727539,0.006835937500,handler_code,处方单号code,5,YES,mediumtext,16777215,mediumtext
research,cases_import_info,263571,1.112304687500,0.011245727539,0.006835937500,product_name,药品名称,8,YES,mediumtext,16777215,mediumtext
research,cases_import_info,263571,1.112304687500,0.011245727539,0.006835937500,cases_info,病例json,10,YES,mediumtext,16777215,mediumtext
research,cases_import_info,263571,1.112304687500,0.011245727539,0.006835937500,message,备注,12,YES,mediumtext,16777215,mediumtext
disease_data,dids_disease_diagnostic_symptom,219538,0.052337646484,0.023574829102,0.003906250000,body_part_code,部位编码,9,YES,varchar,2048,varchar(2048)
disease_data,dids_disease_diagnostic_symptom,219538,0.052337646484,0.023574829102,0.003906250000,ext,自增属性,15,YES,text,65535,text
user_data,uses_nurse_info,217737,0.054290771484,0.038742065430,0.021484375000,introduce,个人简介,18,YES,text,65535,text
disease_data,dids_disease_diagnostic_antidiastole,187188,0.082626342773,0.019607543945,0.005859375000,identification_point,鉴别要点,7,YES,mediumtext,16777215,mediumtext
disease_data,dids_disease_diagnostic_sign,152313,0.038650512695,0.017669677734,0.004882812500,body_part_code,部位编码,7,YES,varchar,2048,varchar(2048)
disease_data,dids_disease_diagnostic_sign,152313,0.038650512695,0.017669677734,0.004882812500,image,图片编码，多张图片用逗号隔开,10,YES,text,65535,text
disease_data,dids_disease_diagnostic_sign,152313,0.038650512695,0.017669677734,0.004882812500,ext,自增属性,11,YES,text,65535,text
content_data,cons_acticle,147561,0.223937988281,0.008361816406,0.026367187500,summary,摘要,8,YES,text,65535,text
content_data,cons_acticle,147561,0.223937988281,0.008361816406,0.026367187500,content,正文,9,YES,longtext,4294967295,longtext
content_data,cons_acticle,147561,0.223937988281,0.008361816406,0.026367187500,attachment,文章附件,10,YES,text,65535,text
hosec,hosec_htn_manage_prescription,132538,1.957031250000,0.025512695313,0.006835937500,prescription,处方内容,8,YES,text,65535,text
digitalize_exam,diexc_chat_record,117293,0.037673950195,0.030944824219,0.004882812500,content,消息内容,5,YES,text,65535,text
user_data,uses_identity_shapshot,99999,0.050384521484,0.004409790039,0.005859375000,info,快照信息	身份快照信息,5,YES,text,65535,text
research,cases_import_info_2,94606,0.742187500000,0.005386352539,0.004882812500,handler_code,处方单号code,5,YES,mediumtext,16777215,mediumtext
research,cases_import_info_2,94606,0.742187500000,0.005386352539,0.004882812500,product_name,药品名称,8,YES,mediumtext,16777215,mediumtext
research,cases_import_info_2,94606,0.742187500000,0.005386352539,0.004882812500,cases_info,病例json,10,YES,mediumtext,16777215,mediumtext
research,cases_import_info_2,94606,0.742187500000,0.005386352539,0.004882812500,message,备注,12,YES,mediumtext,16777215,mediumtext
hosec,hosec_chat_record,91427,0.028869628906,0.039794921875,0.005859375000,content,消息内容,5,YES,text,65535,text
disease_data,dids_disease_diagnostic_laboratory_check,90910,0.019088745117,0.009780883789,0.005859375000,context,实验室检查内容,4,YES,text,65535,text
disease_data,dids_disease_diagnostic_applicable_scope,89092,0.021057128906,0.009796142578,0.006835937500,body_part_code,部位编码,9,YES,varchar,2048,varchar(2048)
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,concomitant_diseases,伴发疾病,11,YES,text,65535,text
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,main_suit,主诉,13,YES,varchar,2048,varchar(2048)
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,history_of_present_illness,现病史,14,YES,text,65535,text
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,overall_inspection,综合检查,22,YES,text,65535,text
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,overall_inspection_describe,综合检查描述,23,YES,text,65535,text
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,diagnostic_thinking,诊断思路,27,YES,text,65535,text
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,medical_essentials,医学要点,28,YES,text,65535,text
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,medical_record_summary,病历摘要,29,YES,text,65535,text
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,medical_center,医学中心,30,YES,text,65535,text
case_data,cass_case_standard,87712,0.135467529297,0.007843017578,0.005859375000,health_checkup,体格检查,32,YES,varchar,2048,varchar(2048)
disease_data,dids_disease_diagnostic_reference_material,84079,0.025939941406,0.009796142578,0.003906250000,literature,文献编码，多个文献用逗号隔开,4,YES,text,65535,text
disease_data,dids_disease_diagnostic_reference_material,84079,0.025939941406,0.009796142578,0.003906250000,remark,备注信息,5,YES,text,65535,text
disease_data,dids_disease_diagnostic_treatment,79776,0.134414672852,0.009796142578,0.005859375000,treatment_principles,治疗原则,4,YES,mediumtext,16777215,mediumtext
disease_data,dids_disease_diagnostic_treatment,79776,0.134414672852,0.009796142578,0.005859375000,treatment_scheme,详细治疗方案,5,YES,mediumtext,16777215,mediumtext
disease_data,dids_disease_diagnostic_treatment,79776,0.134414672852,0.009796142578,0.005859375000,drug_name,药品名称,13,YES,text,65535,text
disease_data,dids_disease_diagnostic_imageology_check,67720,0.067001342773,0.007843017578,0.006835937500,check_result,检查结果,6,YES,text,65535,text
disease_data,dids_disease_diagnostic_imageology_check,67720,0.067001342773,0.007843017578,0.006835937500,image,图片编码，多个图片按逗号隔开,7,YES,text,65535,text
disease_data,dids_disease_diagnostic_imageology_check,67720,0.067001342773,0.007843017578,0.006835937500,property,划词,16,YES,text,65535,text
content_data,cons_case_science,61337,0.255767822266,0.003433227539,0.003906250000,case_json,病例数据json,5,YES,text,65535,text
content_data,cons_case_science,61337,0.255767822266,0.003433227539,0.003906250000,summary,摘要,20,YES,text,65535,text
content_data,cons_case_science,61337,0.255767822266,0.003433227539,0.003906250000,symptoms,主诉,21,YES,text,65535,text
content_data,cons_case_science,61337,0.255767822266,0.003433227539,0.003906250000,cover_image,封面图片,22,YES,text,65535,text
research,sample_template_version,54831,2.288635253906,0.008346557617,0.002929687500,content, 模板题目数据（JSON）,5,YES,mediumtext,16777215,mediumtext
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,disease_definition,疾病定义,4,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,pathogenesis,发病机制,5,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,pathology,病理,6,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,pathophysiology,病理生理,7,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,other,补充内容,8,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,diagnosis,诊断标准,9,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,diagnostic_procedure, 诊断步骤,10,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,disease_prognosis,疾病预后,11,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,disease_prevention,疾病预防,12,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,patient_guidance,患者指导,13,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,precautions_target_detection,注意事项/控制目标检测,14,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,medical_history_onset,病史或起病情况,15,YES,text,65535,text
disease_data,dids_disease_diagnostic_info,48828,0.468688964844,0.009796142578,0.004882812500,payload_data,附加信息,23,YES,text,65535,text
disease_data,dids_disease_diagnostic_diagnosis,47591,0.018112182617,0.005874633789,0.005859375000,context,描述,5,YES,text,65535,text
meta_data,mets_hospital_library,47462,0.010253906250,0.002456665039,0.003906250000,content,简介,29,YES,text,65535,text
user_data,uses_pharmacist_info,38336,0.156890869141,0.102478027344,0.257812500000,introduce,个人简介,18,YES,text,65535,text
user_data,uses_artificer_info,37474,0.009277343750,0.019149780273,0.083984375000,introduce,个人简介,18,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,pathogenesis,发病机制,7,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,prevention_method,预防方法,8,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,audited_remark,审核备注,13,YES,varchar,2048,varchar(2048)
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,symptoms_description,症状信息,18,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,treatment,治疗方案,19,YES,mediumtext,16777215,mediumtext
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,indicator_description,指标描述,21,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,disease_definition,疾病定义,24,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,treatment_department,就诊科室,25,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,body_property,身体属性,29,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,family_property,家庭属性,30,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,life_property,生活环境属性,31,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,daily_info,日常活动信息,32,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,hobby_info,个人嗜好信息,33,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,body_info,体征信息,34,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,assist_info,辅助检查信息,35,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,reference,参考内容,37,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,tcm_define,定义,43,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,tcm_disease_reason,病因,44,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,diagnosis,诊断,45,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,tcm_prevent,预防与调护,46,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,tcm_treatment,辩证论治，数据直接保存，证型：syndrom，临床表现：performance,47,YES,text,65535,text
content_data,cons_disease_popular_material,25600,0.062103271484,0.004882812500,0.006835937500,checked_remark,复核备注（退回原因）,51,YES,text,65535,text
disease_data,dids_disease_examine,20097,0.004409790039,0.003936767578,0.003906250000,reason,原因,6,YES,text,65535,text
content_data,cons_news,19612,0.190078735352,0.002960205078,0.003906250000,picture,资讯图片,6,YES,text,65535,text
content_data,cons_news,19612,0.190078735352,0.002960205078,0.003906250000,content,"",13,YES,mediumtext,16777215,mediumtext
content_data,cons_news,19612,0.190078735352,0.002960205078,0.003906250000,source_path,来源链接,15,YES,text,65535,text
disease_data,dids_disease_diagnostic_speciality_check,18379,0.018112182617,0.003936767578,0.003906250000,diagnostic_opinion,检查结果,5,YES,text,65535,text
disease_data,dids_disease_diagnostic_speciality_check,18379,0.018112182617,0.003936767578,0.003906250000,property,划词,14,YES,text,65535,text
product_data,pros_medicinal_approach,17093,0.004409790039,0.000000000000,0.003906250000,pregnant_breastfeeding,孕妇及哺乳妇女用药,4,YES,text,65535,text
product_data,pros_medicinal_approach,17093,0.004409790039,0.000000000000,0.003906250000,children,儿童用药,5,YES,text,65535,text
product_data,pros_medicinal_approach,17093,0.004409790039,0.000000000000,0.003906250000,elderly,老人用药,6,YES,text,65535,text
product_data,pros_medicinal_approach,17093,0.004409790039,0.000000000000,0.003906250000,caution_disease,慎用疾病,13,YES,text,65535,text
product_data,pros_medicinal_approach,17093,0.004409790039,0.000000000000,0.003906250000,features,性状：药材的特征,14,YES,text,65535,text
product_data,pros_medicinal_approach,17093,0.004409790039,0.000000000000,0.003906250000,identification,鉴别：如何分辨药材,15,YES,text,65535,text
product_data,pros_medicinal_approach,17093,0.004409790039,0.000000000000,0.003906250000,create_method,炮制,16,YES,text,65535,text
product_data,pros_medicinal_approach,17093,0.004409790039,0.000000000000,0.003906250000,nature_and_flavour,性味：药物的性质和气味,17,YES,text,65535,text
product_data,pros_medicinal_approach,17093,0.004409790039,0.000000000000,0.003906250000,storage_method,贮藏,21,YES,text,65535,text
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,disease_surveillance_spec,"",5,YES,mediumtext,16777215,mediumtext
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,json_disease_surveillance_spec,JSON格式的诊断标准,6,YES,text,65535,text
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,source,标准来源出处，如文献、指南等,7,YES,varchar,2048,varchar(2048)
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,suggestion,"",24,YES,varchar,2048,varchar(2048)
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,remark,备注,27,YES,text,65535,text
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,combos,亚型,52,YES,mediumtext,16777215,mediumtext
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,reference,参考内容,53,YES,text,65535,text
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,json_disease_surveillance_spec_v2,三层诊断规则的JSON格式,54,YES,text,65535,text
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,deleted_rules,已删除的诊断规则,55,YES,text,65535,text
disease_data,disease_surveillance_spec,15145,0.430435180664,0.037460327148,0.004882812500,confirmed_rules,已确定的诊断规则,56,YES,mediumtext,16777215,mediumtext
product_data,pros_medicinal_info,14987,0.026916503906,0.000000000000,0.004882812500,main_components,主要成分,4,YES,text,65535,text
product_data,pros_medicinal_info,14987,0.026916503906,0.000000000000,0.004882812500,main_treat_function,功能主治,5,YES,text,65535,text
product_data,pros_medicinal_info,14987,0.026916503906,0.000000000000,0.004882812500,toxicology,药理作用,7,YES,text,65535,text
product_data,pros_medicinal_info,14987,0.026916503906,0.000000000000,0.004882812500,function_feature,作用特点,8,YES,text,65535,text
product_data,pros_medicinal_info,14987,0.026916503906,0.000000000000,0.004882812500,indication,主治疾病,9,YES,text,65535,text
product_data,pros_medicinal_info,14987,0.026916503906,0.000000000000,0.004882812500,contraindication,禁忌症,10,YES,text,65535,text
product_data,pros_medicinal_info,14987,0.026916503906,0.000000000000,0.004882812500,adverse_reactions,不良反应,11,YES,text,65535,text
product_data,pros_medicinal_info,14987,0.026916503906,0.000000000000,0.004882812500,attention,注意事项,12,YES,text,65535,text
product_data,pros_medicinal_info,14987,0.026916503906,0.000000000000,0.004882812500,medicine_interactions,药物相互作用,13,YES,text,65535,text
conference,cfes_participant_log,14952,0.004409790039,0.002960205078,0.003906250000,extend_infos,扩展报名信息,10,YES,text,65535,text
disease_data,dids_disease_diagnostic_factor,14791,0.008316040039,0.003936767578,0.003906250000,disease_sub,亚型列表,21,YES,text,65535,text
questionnaire,ques_answer,13405,0.002059936523,0.002639770508,0.003906250000,analysis,题目答案解析,6,YES,text,65535,text
questionnaire,ques_question_relation,12861,0.003128051758,0.002227783203,0.003906250000,option_score,题目选项所对应的分数（json字符串）,9,YES,text,65535,text
user_data,uses_medical_liaison_info,12667,0.002456665039,0.001480102539,0.003906250000,hospital,关联医院 与医院库医院进行关联,10,YES,varchar,2000,varchar(2000)
algorithm,algorithm_invoke_log,12413,0.052307128906,0.000000000000,0.006835937500,invoke_out_param,调用结果,6,YES,text,65535,text
disease_data,dids_disease_diagnostic_pathology_check,12331,0.022033691406,0.001983642578,0.005859375000,diagnostic_opinion,检查结果,6,YES,text,65535,text
disease_data,dids_disease_diagnostic_pathology_check,12331,0.022033691406,0.001983642578,0.005859375000,image,图片编码，多张图片用逗号隔开,7,YES,text,65535,text
disease_data,dids_disease_diagnostic_pathology_check,12331,0.022033691406,0.001983642578,0.005859375000,property,划词,16,YES,text,65535,text
questionnaire,ques_question,12216,0.002090454102,0.002593994141,0.003906250000,extends_info,题目类型扩展字段,12,YES,text,65535,text
disease_data,dids_disease_diagnostic_factor_rule,11774,4.445846557617,0.001983642578,0.003906250000,info,规则信息,5,YES,longtext,4294967295,longtext
content_data,cons_popular_science,11645,0.089431762695,0.001922607422,0.006835937500,cover,封面图片对象编码,7,YES,text,65535,text
content_data,cons_popular_science,11645,0.089431762695,0.001922607422,0.006835937500,content,正文,11,YES,text,65535,text
case_data,cass_case_medical_technology_inspection_report,10755,0.003433227539,0.001480102539,0.003906250000,img,图像或调查报告，多个文件编码通过逗号隔开,9,YES,text,65535,text
case_data,cass_case_medical_technology_inspection_report,10755,0.003433227539,0.001480102539,0.003906250000,img_des,报告描述,10,YES,text,65535,text
case_data,cass_case_medical_technology_inspection_report,10755,0.003433227539,0.001480102539,0.003906250000,ext,其余检查项，通过json存储,11,YES,text,65535,text
disease_data,dids_disease_operation_log,10532,0.003433227539,0.000000000000,0.003906250000,operation_content,操作内容,5,YES,text,65535,text
